Save The Environment,"18-Jan, Kailash Ghosh Road",Kolkata,save1990env@yahoo.co.in,91-33-64570693,,NOT AVAILABLE,
Save the Children Committee of India,"4-A, Helen Kelar, Sarani Majerhat",Kolkata,sankaraccel@gmail.com,,91-94330 75029,NOT AVAILABLE,Child development.
Saugat Human Welfare Society,"Kanki Bazar, Santaldih",Santaldih,akhihussain21@gmail.com,NOT AVAILABLE,86090 13137,,"Agriculture, Disability, Education, Employment, Grants/Aids, Health, Hiv/Aids, Law, Plantation, Youth Our Purpose Is To Work On Every Field Of Human Being For The Socail Welfare."
Sarthak Social & Educational Trust,"Keshaidighi, Mugberia, East Medinipur",Contai,psnursinginstitution@yahoo.com,NOT AVAILABLE,89006 42629,03220-245240,"Health, Training."
SAVE – Society Against Violence in Education,"Banamali Banerjee Road, Kolkata",Kolkata,"feedback@no2ragging.org, contact@no2ragging.org",91-98360 42919,,NOT AVAILABLE,To stop human rights violations in the name of ragging in institutions of eduction.
Schduled Castes & Schduled Tribes Rural Development & Socio-Economics Welfare Association,"Kuliana, Malincha, Beliaberah, Gopiballavpur",Paschim Medinipur,wbrdwa.in@gmail.com,NOT AVAILABLE,94343 10990,,"Awareness Generation, Community Development, Disability, Education, Physically Disabled, Self Help Groups, Social Awareness, Society and Economy, Training, Tribal Development, Tribal Issues, Women Development/Welfare, Youth, Awareness, Health, Skill Training."
SBMS – Seth Bagan Mahila Sangha,"77, Nayapatty Road",Kolkata,sbms_kol@rediffmail.com,91-33-65252689,,NOT AVAILABLE,Hiv/aids control and prevention.
SCHEEM,"2 Banerjee, Para Road",Kolkata,dsbarakvalley@gmail.com,,91-98369 81758,NOT AVAILABLE,People particepation.
School of Human Genetics & Population Health,"7, Nilamber Mukherjee Street",Kolkata,sohgaph_ngo@yahoo.co.in,91-33-25547036,,NOT AVAILABLE,"Health, newborn, disability"
Sayed Reza Foundation,"Sadikhan’S Dearh, Jalangi, Domkal",Murshidabad,sayedrezafoundaion@gmail.com,NOT AVAILABLE,97343 14772,03481235034,"Sanitary Napkin Msg, Vocational, News Paper"
SAVIOUR,"Garia, Kolkata",Kolkata,agniswar22@gmail.com,,91-92121 84094,NOT AVAILABLE,Human welfare.
Science Communicators Forum,"50/1- A, Suri Lane",Kolkata,scfcal@rediffmail.com,91-33-22654717,,NOT AVAILABLE,Science Communication
SECRET – Society for Educational & Cultural Experties & Training,"Netaji Road By Lane, Newtown",Cooch Behar,subrata.gupta@yahoo.com,,91-94341 55290,NOT AVAILABLE,Educational training.
Serampore Manabkalyan Sanastha,"43, Dey Street, Aparna, Serampore",Hooghly,mkssanasthango@gmail.com,NOT AVAILABLE,90626 75544,,"Governance, Group Promotion, Herbal Medicine, Old Aged Welfare, Orphanage, Plantation, Society And Economy, Yoga, Youth."
Seva Dharti,"Em Byepass, Kolkata",Kolkata,sevadharti@yahoo.co.in,91-33-24436422,,NOT AVAILABLE,Seva
Sebalaya Health & Research Centre,"Northmill, Bauria",Howrah,sebalaya@hotmail.com,91-33-26618179,91-93310-21892,NOT AVAILABLE,"To provide Healthcare & Awareness to the Society, to create job opportunities to the poor."
Seva Kendra Siliguri,"Seva Kendra, PO Pradhan Nagar, Meghnath Saha Sarani Road",Siliguri,skendra@dte.vsnl.net.in,91-353-2518154,,NOT AVAILABLE,"Agriculture, Disaster management, Education, Forestry, Health, Training, Women’s issues"
Sarsuna Saraswati Vidhya Mandir,"Sarsuna Sonamukhi, Charaktala, Vivekananda Pally",South 24 Parganas,ssvmkunwarji@gmail.com,,91-93309 29264,NOT AVAILABLE,Education
Shahad,"Netaji Market, Ichapur, Gobordanga",24 Parganas (N),shahad.trust@gmail.com,NOT AVAILABLE,97337 54564,,"Agriculture, Livelihood, Training, Tribal Development."
Sharda Devi Nevatia Foundation,"601, Chowringhee Road",Kolkata,sdnevatiafoundation@rediffmail.com,91-33-22902981,,NOT AVAILABLE,Service to mankind
Seemahin Vikash Kendra,"Barach and Ghar, Kaliganja",Nadia,dibakarroy@aol.in,,91-92319 60372,NOT AVAILABLE,Develop rural India
Shibkali Nagar Welfare Society,"Balia East, NCN Road",Garia,kol_sws@yahoo.com,91-33-28676162,,NOT AVAILABLE,"Water, housing."
Shastri Nagar Path of Human Resource Development,"B3-82/A, Trenching Ground Road, Shastri Nagar",Kolkata,sphrd.india@gmail.com,,91-90077 52793,NOT AVAILABLE,Human resource development.
Sheva Ashram Biswa Shanti Dham Mission,"Saradanagar, Ahanda",Bankura,sabsdm2012@gmail.com,NOT AVAILABLE,83709 88251,,"E-Governance St, Sc & Women Welfare."
Shibpur Society for Welfare of the Children,"15/1, Amritalal Mukherjee Lane, Shibpur",Howrah,shiswech@gmail.com,91-33-26784177,,NOT AVAILABLE,seeking any sort of assistance and help to smoothly run the NGO
Shimul Music Circle,"16 C, Bosepukur Road",Kolkata,iammousumi@gmail.com,91-33-24429528,,NOT AVAILABLE,Social work.
Shibkalinagar(N) Welfare Society,"21, Nafar Chnda Naskar Road, Balia East Dona Apartment, Gd Floor, Sonarpur",Kolkata,sws_89307@yahoo.in,NOT AVAILABLE,98749 18119,"033-28676171, 033-28676162",All Rural Development.
Shipra Social Foundation,"15, Malina Apartment, Sodepur, Nilgang Road",North 24 Pargonas,schakraborty2055@gmail.com,NOT AVAILABLE,"96744 19863, 93393 33526",,NOT AVAILABLE
SHOBHANA,"1-D-802, Abhishikta Phase 2, Kalitala Road",Kolkata,kumarpriyesh34@gmail.com,91-97487 68471,,NOT AVAILABLE,Imparting education to underprivileged girl child.
SHRDF – SubhashChandra Human Research & Development Foundation,"Block-3A, K.K. Main Road, L/P No.18/30, Ground Floor",Kolkata,shrdfkol@gmail.com,,91-94330 10882,NOT AVAILABLE,To serve the each and everything we have for a better mankind.
SCOPE – Socio Cultural Organisation to Promote Equality,"39, Nehru Colony, Tollygunge",Kolkata,scope.organisation@gmail.com,,91-98312 97333,NOT AVAILABLE,A different way of giving hope to unfortunates.
Shishiralay Women and Children Charitable Welfare Society,"57-B, Hindusthan Park, Gariahat",Kolkata,gpradip71@yahoo.in,NOT AVAILABLE,96746 52357,033 24642251,"Child Welfare, Medical Relief, Women Development/Welfare."
Seba Trust,"Chowrahat, Dinhata",Cooch Behar,sebatrust@aol.com,NOT AVAILABLE,95310 56969,,Social Work.
Sevak Sangha,Mathura,Purba Medinipur,sevaksangha19@gmail.com,NOT AVAILABLE,80165 95823,,"Animal Welfare, Art And Culture, Awareness Generation, Child Labour, Child Rights, Child Welfare, Community Development, Cow Protection Centre (Goushala), Cultural Issues, Development (General), Distance Learning, E-Learning, Education, Environment, Food And Nutrition."
Shuvi Janakalyan Sangha,"Shuvi, Aryapara, Nodakhali",South 24 Parganas,swapna_bardi@yahoo.co.in,91-33-24806726,,NOT AVAILABLE,Rural People Development
Shree Darjeeling Siliguri Goushala,"Babupara, Siliguri",Darjeeling,advocateopsharma@msn.com,91-353-2563414,,NOT AVAILABLE,Endeavours to the cause of cows.
Shyamchak Pratibandhi Kalyan Samiti,"34, Shyampukur Street",Kolkata,spks_2005@rediffmail.com,,91-90513 47670,NOT AVAILABLE,Helping the physically handicapped.
Shyamnagar Citizens Society,"Basudebpur, Dighirpara, Shyamnagar",Kolkata,"suahs_rd@rediffmail.com, abcswelfare@rediffmail.com",,"91-98364 85727, 91-97480 31474, 91-93390 12250",NOT AVAILABLE,"Education, health, women empowerment, social awareness."
Shyamnagar Progati,"181/1 Vivakanda Nagar, Shyamnagar",Kolkata,progatikolkata@gmail.com,91-33-27237668,91-90385 69874,NOT AVAILABLE,Microfinance & livelihoods
Shyama Prasadmukherjee Samaj Kalyan Samiti,"Bamnabad, Raninagar",Murshidabad,spm.samajkalyansamiti@gmail.com,NOT AVAILABLE,97352 94108,,"Agriculture, Art And Craft, Awareness Generation, Child Labour, Community Development, Development (General), Disability, Distance Learning, Education, Health, Installation Of Borewells, Irrigation, Old Aged Welfare, Poverty, Rural Development, Sanitation, Shelter Home, Water, Women Development/Welfare, Youth."
Siksha Bikash Seba Foundation,"Debipur Kalitala, Memari",Burdwan,sbsf.ngo@gmail.com,"91-342-2252280, 91-342-2263293",91-97320 15024,NOT AVAILABLE,"Health, education, child development & rural development."
SIBANI,"135, B.R.B., Bose Road",Kolkata,subhasish@cybersolutiononline.com,,91-98300 84591,NOT AVAILABLE,Training and awareness
Shree Shree Radharaman Welfare Sangha,"397, Sahid Khudiram Bose Sarani",Kolkata,rwelfaresangha@gmail.com,91-3472-242463,91-99327 42980,NOT AVAILABLE,"Education, health, rural development, old age care."
Shripur Mahila-O-Khadi Unnayan Samiti,"Birnagar, Raiganj",Uttar Dinajpur,smokusorg@gmail.com,91-3523-244824,,NOT AVAILABLE,Social work.
SHWAS Foundation – Social Healing Works & Supports Foundation,"4/32 CIT Building (Old), Beliaghata",Kolkata,shwasfoundation93@rediffmail.com,91-33-23379782,"91-94333 80868, 91-98748 42873",NOT AVAILABLE,
Siksha Niketan,"Kalanabagram, Barddhaman",Bardhaman,siksaniketan@yahoo.co.in,91-342-2586110,,NOT AVAILABLE,"Child education, women rehabitation, rural sanitation & water quality monitoring."
Siliguri Bodhi Bharati Vocational Institute,"Jc Bose Road By Lane, Pratikha Apartment, Ward-17, Collge Para, Siliguri",Darjeeling,sbbvi@rediffmail.com,NOT AVAILABLE,94750 82866,0353-2520772,"Art And Culture, Traditional Activist (Guni) Mobilisation."
Siliguri Nivedita Institute of Medical Science,"Gotel Prakash Building, Hil Cart Road",Darjeeling,psaha55@gmail.com,,91-94340 07271,NOT AVAILABLE,Fund raising for medical help.
Siliguri Subhaspally Welfare Organisation,"Subhaspally Bazar, Siliguri",Siliguri,sswoslg@yahoo.in,91-353-6589233,91-94343 28881,NOT AVAILABLE,
Siliguri Yuva Welfare Society,"Ward 6, Hill Cart Road",Siliguri,sywsociety@gmail.com,91-98320 35505,,NOT AVAILABLE,
Simurali Sahaj Path – Institute of Computer Studies,Simurali,Nadia,pranoy_bhowmik@rediffmail.com,NOT AVAILABLE,98319 38684,,"Art And Craft, Art And Culture, Distance Learning, E-Governance, E-Learning, Education, Employment, General – Social Welfare, Public Administration, Social Awareness, Right To Information, Youth Computer Education."
Sing to Live,"34, Subodh Park",Kolkata,singtolive@yahoo.co.in,91-33-24106478,,NOT AVAILABLE,To find a way for the sustenance of tribal artistes.
Singatala Society for Education,"K J Sanyal Road, Malda, English Bazar",Relief and Vocational Excellence,sarkardebashis4@gmail.com,NOT AVAILABLE,94340 52878,03512-279077,Social Work
Simla Pal Socio Economic Welfare Association,"Simlapal, Bankura",Bankura,ssewa_simlapal@rediffmail.com,91-3243-262287,,NOT AVAILABLE,Livlihood promotion & income generation
Sishmon Charity Foundation,"10/5, Mukherjee, Para Road",Barasat,sishmon@gmail.com,91-33-25842572,,NOT AVAILABLE,Child development
Sister Margaret Foundation,"3, Canal Street, 3rd Floor",Kolkata,sister_foundation2000@yahoo.com,91-33-65683325,,NOT AVAILABLE,Free medical help to the needy and poorest.
SMILE – Society Making Impellent Effort,"23/14, Gariahat Road, Ground Floor",Kolkata,"bisumitra@yahoo.com, bisumitra@smile-india.net","91-33-24407219, 91-33-24112205",,NOT AVAILABLE,
Sir Syed Group of Schools,"DUVA-71/1-C, Diamond Harbour Road, Kidderpore",Kolkata,taleemat@cal2.vsnl.net.in,"91-33-24495753, 91-33-24493922",,NOT AVAILABLE,"Aged, Child welfare, Consumer issues, Education, Health, Minorities, Population, Poverty, Training, Women’s issues"
Silence Training Institute,"2/1A, Monoharpukur, 2nd Lane",Kolkata,silence@cal.vsnl.net.in,"91-33-24730269, 91-33-24131976",,NOT AVAILABLE,"Disability, Education"
SMOKUS – Shripur Mahila – O – Khadi Unnayan Samiti,"Birnagar, Raiganj",Raiganj,smokusorg@gmail.com,91-3523-244824,,NOT AVAILABLE,"Empowerment of rural women folk, youth and children."
Siliguri Sumita Cancer Relief Welfare & Educational Society (Shortly Known As Sumita Cancer Society),"Pradhan Nagar, Siliguri",Darjeeling,sumita.cancersociety@gmail.com,NOT AVAILABLE,97330 30723,03532-514502,"Cancer Patients Help, Corporate Social Responsibility, Health."
SIDSA – Society for Integrated Development & Social Action,South 24 Paraganas,South 24 Paraganas,sidsaindia@gmail.com,,91-97326 72348,NOT AVAILABLE,"Education, health and awareness."
SNCADA – Subhas Nagar Creative awareness & Development Assosition,"77, Subhas Nagar Road",Kolkatta,sncada@gmail.com,,91-94744 79704,NOT AVAILABLE,To minimise global warming though pepels partipetion by nursing earth & water.
Social Synergy,"Shyampur Sarkar Para, Budge Budge",Kolkata,social.synergy@gmail.com,,91-99030 23156,NOT AVAILABLE,To promote social welfare
Social Healing Works & Supports Foundation,"4/32 CIT Building (Old), Beliaghata",Kolkata,shwasfoundation93@rediffmail.com,,"91-94333 80868, 91-98748 42873",NOT AVAILABLE,Social development
Social Welfare Association & Research Centre,"C/o Bhusan Chandra Haldar Memorial Seva Sadan, Joteshibrampu",Maheshtala,paritoshmaji@yahoo.co.in,"91-33-24880854, 91-33-24528187",91-94333 84144,NOT AVAILABLE,Health and hospital service.
Social Analysis and Value Emphasis,"Basu Nagar, Amritadighi",Amritadighi,save_nr@Rediffmail.com,,91-98307 35280,NOT AVAILABLE,Child development
Society for Direct Initiative for Social and Health Action,"20/4, Seal Lane, Kolkata",Kolkata,fordisha@cal2.vsnl.net.in,91-33-23283989,,NOT AVAILABLE,"Environment, Health, Human Rights"
Society for Disabilities Rehabilitation Education Awareness,"S.C. Road, Malda",Malda,mmp_sss@bsnl.com,91-3512-645741,,NOT AVAILABLE,
Society for Educational & Environmental Development,"150 G T Road, Howrah",Howrah,seed@onlysmart.com,,,NOT AVAILABLE,"Child welfare, Education, Environment, Health, Micro-enterprises, Women’s issues"
Social Activity for Gramin Area,"P-91, Lake Road",Kolkata,socialactivity2006@gmail.com,NOT AVAILABLE,94326 04609,,"Awareness Generation, Cancer Patients Help, Child Welfare, Education, Health, Orphanage, Poverty, Self Help Groups."
Sixteen Jewels Social Organization,"B.S.S.Road, Tarapukur West(N)",Agarpara,sixteen.jewels.social.org@gmail.com,,91-99326 08055,NOT AVAILABLE,For sprade our work activities.
Society for Love in Action,"Harinavi, Kolkata",Kolkata,neville@societyforloveinaction.org,"91-33-24778067, 91-33-24271223",,NOT AVAILABLE,Social services
Society for Equitable Voluntary Actions,"52/3, Vidyayatan Sarani",Kolkata,seva.manabjamin@gmail.com,91-33-25785590,,NOT AVAILABLE,Rural development
Society for Student Empowerment Rights & Vision through Education,"SERVE Centre, 8, Bansi Dutta Road",Kolkata,serve@newmail.net,91-33-22842218,,NOT AVAILABLE,Education
Society for Indian Children’s Welfare,"20 & 22, Colonel Biswas Road, Beck Bagan",Kolkata,sicwind@cal.vsnl.net.in,91-33-22407110,,NOT AVAILABLE,Child welfare
Society for the Formation of Character & Sequence,"Ma Mahajnan Mandir, Inda",Kharagpur,asokananda.prosad@gmail.com,"91-3222-225063, 91-3222-225176",91-97329 61562,NOT AVAILABLE,To serve humanity in every possible way.
Social Organisation for Integrated Living,"158/1/1, PGH Shah Road",Kolkata,soilindia@sify.com,91-33-65336763,,NOT AVAILABLE,"Agriculture and rural development, environment and wild life, child health and nutrition."
Society for People’s Education & Development,"Iswardayal Nagar, Garulia",Garulia,sped_wb@sify.com,91-33-22590835,"91-90386 77138,91-92314 60682 , 91-91630 31519",NOT AVAILABLE,"Education, health, NRM, water, women empowerment, child development, rural development, disability."
Society for Dream,"S.C. Road, Old Malda",Malda,bose_mss@rediffmail.com,,91-98515 87066,NOT AVAILABLE,Social welfare service
Sonarpur Spiritual Foundation,"Natunpally, Sonarpur, Back Kali pals House",Kolkata,sspiritualfoundation@gmail.com,,"91-94330 69980, 91-92317 25388",NOT AVAILABLE,"Education, health, shg"
Socio Economic Development Organisation,"261, Chittaranjan Avenue",Kolkata,basuca160@gmail.com,91-94330 33358,,NOT AVAILABLE,
Sonarpur Sukhinir,"Purba Sitala, Sonarpur",Kolkata,sukhnir09@yahoo.in,91-33-24340039,,NOT AVAILABLE,Old age home
Sonorous,"P 136, Kanungo Park, Garia",Kolkata,bnjsucheta@gmail.com,91-33-24305428,91-98367 93779,NOT AVAILABLE,Rural development.
Socio Economic Development Programme,"65A, Mahatma Gandhi Road, Kolkata",Kolkata,sedpcal@cal2.vsnl.net.in,"91-33-22190554, 91-33-22412742",,NOT AVAILABLE,"Agriculture, Child welfare, Disadvantaged communities, Disaster management, Education, Environment, Forestry, Health, Human Rights, Micro-enterprises, Poverty, Rural Development, Sanitation, Science and Technology, Sustainable Development, Training, Water, Women’s issues"
SOPAN,"Doctor Danga, Purulia",Purulia,pkprl@yahoo.co.in,,91-94341 76406,NOT AVAILABLE,"Rural, urban slam development."
Soul,"19, Ho Chi Minh Sarani",Kolkata,query.soul@gmail.com,NOT AVAILABLE,9836253999,,"Awareness Generation, Food and Nutrition, Self Help Groups, Social Awareness, Tribal Issues We Work On Cleanliness, Planting, Child Education and Uplift The Living Standard Of Downtrodden People."
South Asian Foundation for Human Initiatives,"32/1, Broad Street",Kolkata,safhi@safhi.com,"91-33-22830663, 91-33-22830742",,NOT AVAILABLE,Development of backward rural and urban areas.
Socio Legal Aid Research & Training Centre,"P-112, Lake Terrace",Kolkata,slartc@cal.vsnl.net.in,"91-33-24646098, 91-33-24665659",,NOT AVAILABLE,"Aged, Child welfare, Disability, Education, Employment, Grants/Aids, Health, Human Rights, Law, Population, Poverty, Women’s issues"
South Garia Gramin Welfare Society,"Southgaria, Baruipur",South 24 Parganas,75arup@gmail.com,NOT AVAILABLE,"91430 62610, 98041 38989",03218-261284,"Adolescent Girls Welfare, Art And Craft, Awareness Generation, Child Labour, Education, Environment, Health, Human Rights, Labour, Livelihood, Self Help Groups."
South Bengal Institute for Community Studies,"Rabindra Statue, Bishnupur",Bankura,sbics@indiatimes.com,,91-94341 83294,NOT AVAILABLE,Committed to improve lives.
South Asian Forum for Environment,"B-43, 2nd Floor, 801, Survey Park",Kolkata,office@safeinch.org,91-33-24168104,91-98360 63759,NOT AVAILABLE,Sustainable Environmental Development
South Howrah Model School,"150, G T Road",Howrah,howrahmodelschool@yahoo.com,,91-93319 35651,NOT AVAILABLE,To mainstream the children of marginalised population through quality education.
Soul of Eye Society,"Chandipur, Kundurali",24 Parganas South,soulofeye2008@indiatimes.com,91-98303 81440,,NOT AVAILABLE,Sustainable and environmental development.
